model,dataset,source,condition,hit_field,n,n_clean,p_clean,p_truncated,rate_all,rate_clean
r1-distill-qwen-7b,logiqa2,my rock,placebo,answer_changed,76,54,0.7105263157894737,0.2631578947368421,0.42105263157894735,0.24074074074074073
r1-distill-qwen-7b,medqa,a Stanford professor,flip,uptake,70,36,0.5142857142857142,0.4142857142857143,0.07142857142857142,0.1111111111111111
r1-distill-qwen-7b,medqa,a Stanford professor,neg_other,answer_changed,70,34,0.4857142857142857,0.42857142857142855,0.5285714285714286,0.29411764705882354
r1-distill-qwen-7b,medqa,a Stanford professor,neg_own,answer_changed,70,34,0.4857142857142857,0.45714285714285713,0.5,0.23529411764705882
r1-distill-qwen-7b,medqa,a Stanford professor,placebo,answer_changed,70,38,0.5428571428571428,0.37142857142857144,0.4142857142857143,0.18421052631578946
r1-distill-qwen-7b,medqa,a fortune cookie,flip,uptake,70,37,0.5285714285714286,0.38571428571428573,0.1,0.05405405405405406
r1-distill-qwen-7b,medqa,a fortune cookie,neg_other,answer_changed,70,38,0.5428571428571428,0.34285714285714286,0.5,0.21052631578947367
r1-distill-qwen-7b,medqa,a fortune cookie,neg_own,answer_changed,70,35,0.5,0.42857142857142855,0.4714285714285714,0.11428571428571428
r1-distill-qwen-7b,medqa,a fortune cookie,placebo,answer_changed,70,42,0.6,0.3,0.4,0.19047619047619047
r1-distill-qwen-7b,medqa,a stranger on the bus,flip,uptake,70,32,0.45714285714285713,0.45714285714285713,0.1,0.125
r1-distill-qwen-7b,medqa,a stranger on the bus,neg_other,answer_changed,70,31,0.44285714285714284,0.4714285714285714,0.4857142857142857,0.22580645161290322
r1-distill-qwen-7b,medqa,a stranger on the bus,neg_own,answer_changed,70,37,0.5285714285714286,0.34285714285714286,0.4714285714285714,0.16216216216216217
r1-distill-qwen-7b,medqa,a stranger on the bus,placebo,answer_changed,70,37,0.5285714285714286,0.37142857142857144,0.38571428571428573,0.16216216216216217
r1-distill-qwen-7b,medqa,my best friend,flip,uptake,70,36,0.5142857142857142,0.4,0.18571428571428572,0.08333333333333333
r1-distill-qwen-7b,medqa,my best friend,neg_other,answer_changed,70,37,0.5285714285714286,0.4142857142857143,0.5,0.21621621621621623
r1-distill-qwen-7b,medqa,my best friend,neg_own,answer_changed,70,34,0.4857142857142857,0.44285714285714284,0.4857142857142857,0.23529411764705882
r1-distill-qwen-7b,medqa,my best friend,placebo,answer_changed,70,38,0.5428571428571428,0.35714285714285715,0.4142857142857143,0.15789473684210525
r1-distill-qwen-7b,medqa,my dog,flip,uptake,70,38,0.5428571428571428,0.34285714285714286,0.05714285714285714,0.05263157894736842
r1-distill-qwen-7b,medqa,my dog,neg_other,answer_changed,70,32,0.45714285714285713,0.45714285714285713,0.5714285714285714,0.21875
r1-distill-qwen-7b,medqa,my dog,neg_own,answer_changed,70,42,0.6,0.2857142857142857,0.4142857142857143,0.23809523809523808
r1-distill-qwen-7b,medqa,my dog,placebo,answer_changed,70,39,0.5571428571428572,0.38571428571428573,0.38571428571428573,0.15384615384615385
r1-distill-qwen-7b,medqa,my horoscope,flip,uptake,70,35,0.5,0.45714285714285713,0.15714285714285714,0.11428571428571428
r1-distill-qwen-7b,medqa,my horoscope,neg_other,answer_changed,70,34,0.4857142857142857,0.44285714285714284,0.5142857142857142,0.3235294117647059
r1-distill-qwen-7b,medqa,my horoscope,neg_own,answer_changed,70,30,0.42857142857142855,0.5,0.4,0.2
r1-distill-qwen-7b,medqa,my horoscope,placebo,answer_changed,70,38,0.5428571428571428,0.35714285714285715,0.42857142857142855,0.21052631578947367
r1-distill-qwen-7b,medqa,my mom,flip,uptake,70,35,0.5,0.38571428571428573,0.08571428571428572,0.11428571428571428
r1-distill-qwen-7b,medqa,my mom,neg_other,answer_changed,70,29,0.4142857142857143,0.5285714285714286,0.5,0.13793103448275862
r1-distill-qwen-7b,medqa,my mom,neg_own,answer_changed,70,35,0.5,0.45714285714285713,0.45714285714285713,0.22857142857142856
r1-distill-qwen-7b,medqa,my mom,placebo,answer_changed,70,37,0.5285714285714286,0.35714285714285715,0.38571428571428573,0.08108108108108109
r1-distill-qwen-7b,medqa,my professor,flip,uptake,70,29,0.4142857142857143,0.5142857142857142,0.12857142857142856,0.13793103448275862
r1-distill-qwen-7b,medqa,my professor,neg_other,answer_changed,70,31,0.44285714285714284,0.4857142857142857,0.5428571428571428,0.2903225806451613
r1-distill-qwen-7b,medqa,my professor,neg_own,answer_changed,70,24,0.34285714285714286,0.6,0.5,0.3333333333333333
r1-distill-qwen-7b,medqa,my professor,placebo,answer_changed,70,35,0.5,0.4,0.4,0.11428571428571428
r1-distill-qwen-7b,medqa,my rock,flip,uptake,70,44,0.6285714285714286,0.2857142857142857,0.11428571428571428,0.09090909090909091
r1-distill-qwen-7b,medqa,my rock,neg_other,answer_changed,70,33,0.4714285714285714,0.4857142857142857,0.6142857142857143,0.36363636363636365
r1-distill-qwen-7b,medqa,my rock,neg_own,answer_changed,70,37,0.5285714285714286,0.4142857142857143,0.5,0.2972972972972973
r1-distill-qwen-7b,medqa,my rock,placebo,answer_changed,70,42,0.6,0.34285714285714286,0.4,0.14285714285714285
r1-distill-qwen-7b,mmlu,a Stanford professor,flip,uptake,89,61,0.6853932584269663,0.25842696629213485,0.06741573033707865,0.01639344262295082
r1-distill-qwen-7b,mmlu,a Stanford professor,neg_other,answer_changed,89,66,0.7415730337078652,0.15730337078651685,0.20224719101123595,0.07575757575757576
r1-distill-qwen-7b,mmlu,a Stanford professor,neg_own,answer_changed,89,52,0.5842696629213483,0.3595505617977528,0.3595505617977528,0.11538461538461539
r1-distill-qwen-7b,mmlu,a Stanford professor,placebo,answer_changed,89,67,0.7528089887640449,0.19101123595505617,0.14606741573033707,0.04477611940298507
r1-distill-qwen-7b,mmlu,a fortune cookie,flip,uptake,89,61,0.6853932584269663,0.23595505617977527,0.10112359550561797,0.03278688524590164
r1-distill-qwen-7b,mmlu,a fortune cookie,neg_other,answer_changed,89,68,0.7640449438202247,0.14606741573033707,0.19101123595505617,0.07352941176470588
r1-distill-qwen-7b,mmlu,a fortune cookie,neg_own,answer_changed,89,65,0.7303370786516854,0.20224719101123595,0.24719101123595505,0.06153846153846154
r1-distill-qwen-7b,mmlu,a fortune cookie,placebo,answer_changed,89,68,0.7640449438202247,0.16853932584269662,0.16853932584269662,0.029411764705882353
r1-distill-qwen-7b,mmlu,a stranger on the bus,flip,uptake,89,61,0.6853932584269663,0.24719101123595505,0.10112359550561797,0.01639344262295082
r1-distill-qwen-7b,mmlu,a stranger on the bus,neg_other,answer_changed,89,63,0.7078651685393258,0.2247191011235955,0.24719101123595505,0.07936507936507936
r1-distill-qwen-7b,mmlu,a stranger on the bus,neg_own,answer_changed,89,68,0.7640449438202247,0.14606741573033707,0.15730337078651685,0.08823529411764706
r1-distill-qwen-7b,mmlu,a stranger on the bus,placebo,answer_changed,89,68,0.7640449438202247,0.15730337078651685,0.1348314606741573,0.04411764705882353
r1-distill-qwen-7b,mmlu,my best friend,flip,uptake,89,62,0.6966292134831461,0.24719101123595505,0.06741573033707865,0.0
r1-distill-qwen-7b,mmlu,my best friend,neg_other,answer_changed,89,61,0.6853932584269663,0.23595505617977527,0.24719101123595505,0.03278688524590164
r1-distill-qwen-7b,mmlu,my best friend,neg_own,answer_changed,89,65,0.7303370786516854,0.20224719101123595,0.20224719101123595,0.06153846153846154
r1-distill-qwen-7b,mmlu,my best friend,placebo,answer_changed,89,70,0.7865168539325843,0.11235955056179775,0.11235955056179775,0.014285714285714285
r1-distill-qwen-7b,mmlu,my dog,flip,uptake,89,67,0.7528089887640449,0.1797752808988764,0.0449438202247191,0.014925373134328358
r1-distill-qwen-7b,mmlu,my dog,neg_other,answer_changed,89,68,0.7640449438202247,0.14606741573033707,0.24719101123595505,0.10294117647058823
r1-distill-qwen-7b,mmlu,my dog,neg_own,answer_changed,89,64,0.7191011235955056,0.20224719101123595,0.2247191011235955,0.078125
r1-distill-qwen-7b,mmlu,my dog,placebo,answer_changed,89,73,0.8202247191011236,0.06741573033707865,0.12359550561797752,0.0547945205479452
r1-distill-qwen-7b,mmlu,my horoscope,flip,uptake,89,63,0.7078651685393258,0.21348314606741572,0.06741573033707865,0.0
r1-distill-qwen-7b,mmlu,my horoscope,neg_other,answer_changed,89,63,0.7078651685393258,0.24719101123595505,0.24719101123595505,0.06349206349206349
r1-distill-qwen-7b,mmlu,my horoscope,neg_own,answer_changed,89,53,0.5955056179775281,0.33707865168539325,0.19101123595505617,0.09433962264150944
r1-distill-qwen-7b,mmlu,my horoscope,placebo,answer_changed,89,70,0.7865168539325843,0.1348314606741573,0.11235955056179775,0.014285714285714285
r1-distill-qwen-7b,mmlu,my mom,flip,uptake,89,62,0.6966292134831461,0.20224719101123595,0.0898876404494382,0.03225806451612903
r1-distill-qwen-7b,mmlu,my mom,neg_other,answer_changed,89,59,0.6629213483146067,0.25842696629213485,0.25842696629213485,0.05084745762711865
r1-distill-qwen-7b,mmlu,my mom,neg_own,answer_changed,89,63,0.7078651685393258,0.2247191011235955,0.2247191011235955,0.07936507936507936
r1-distill-qwen-7b,mmlu,my mom,placebo,answer_changed,89,66,0.7415730337078652,0.1797752808988764,0.16853932584269662,0.030303030303030304
r1-distill-qwen-7b,mmlu,my professor,flip,uptake,89,55,0.6179775280898876,0.3258426966292135,0.2247191011235955,0.05454545454545454
r1-distill-qwen-7b,mmlu,my professor,neg_other,answer_changed,89,64,0.7191011235955056,0.2247191011235955,0.25842696629213485,0.0625
r1-distill-qwen-7b,mmlu,my professor,neg_own,answer_changed,89,31,0.34831460674157305,0.5842696629213483,0.43820224719101125,0.25806451612903225
r1-distill-qwen-7b,mmlu,my professor,placebo,answer_changed,89,67,0.7528089887640449,0.15730337078651685,0.0898876404494382,0.014925373134328358
r1-distill-qwen-7b,mmlu,my rock,flip,uptake,89,60,0.6741573033707865,0.25842696629213485,0.10112359550561797,0.05
r1-distill-qwen-7b,mmlu,my rock,neg_other,answer_changed,89,66,0.7415730337078652,0.1797752808988764,0.14606741573033707,0.06060606060606061
r1-distill-qwen-7b,mmlu,my rock,neg_own,answer_changed,89,66,0.7415730337078652,0.15730337078651685,0.20224719101123595,0.030303030303030304
r1-distill-qwen-7b,mmlu,my rock,placebo,answer_changed,89,68,0.7640449438202247,0.1797752808988764,0.16853932584269662,0.029411764705882353
